Lat,Long,Time
29.6185673,-82.3403236,1692936486.0
29.6090123,-82.3714473,1692936770.998
29.6206131,-82.3833833,1692937022.272
29.620612,-82.3833422,1692937171.999
29.6211835,-82.3836067,1692937344.116
29.6209914,-82.3841301,1692937626.331
29.6209914,-82.3841301,1692937733.846
29.6210398,-82.3838504,1692937920.871
29.6210398,-82.3838504,1692938028.386
29.6206194,-82.3833455,1692938154.141
29.6206194,-82.3833455,1692938261.656
29.6206121,-82.3836469,1692938268.999
29.6091254,-82.37171,1692938445.999
29.6113715,-82.3602686,1692938597.999
29.6154054,-82.3406526,1692938771.999
29.6251644,-82.3409484,1692938906.999
29.6262353,-82.3411922,1692939056.594
29.6259313,-82.3413005,1692939082.594
29.6261242,-82.3410359,1692939124.998
29.6259951,-82.3411889,1692940426.957
29.6259951,-82.3411889,1692940775.296
29.6259951,-82.3411889,1692941623.234
29.6259951,-82.3411889,1692942000.772
29.6259951,-82.3411889,1692944123.939
29.6259951,-82.3411889,1692944507.339
29.6259951,-82.3411889,1692945166.533
29.6259951,-82.3411889,1692945482.304
29.6259951,-82.3411889,1692952612.389
29.6259951,-82.3411889,1692952977.608
29.6259951,-82.3411889,1692953483.355
29.6259951,-82.3411889,1692953809.738
29.6259951,-82.3411889,1692954130.457
29.6259951,-82.3411889,1692956865.988
29.6259951,-82.3411889,1692957272.507
29.6259451,-82.3413197,1692958602.951
29.6259706,-82.3413835,1692965195.011
29.6259451,-82.3413194,1692965537.599
29.6259452,-82.3413196,1692994689.312
29.6260228,-82.3414611,1692998990.979
29.6259399,-82.3416404,1692999222.999
29.6259677,-82.3412896,1693006547.795
29.6260749,-82.3413179,1693006869.109
29.6260571,-82.3413099,1693007739.9
29.6257472,-82.3414151,1693009413.103
29.6255897,-82.3416286,1693009535.412
29.6256278,-82.3415963,1693009673.018
29.6256612,-82.3415953,1693009928.028
29.6255481,-82.3411845,1693010111.614
29.6256846,-82.3416045,1693011330.154
29.6257992,-82.3415785,1693011494.026
29.6261019,-82.341023,1693011615.023
29.625629,-82.3412664,1693011986.001
29.6247879,-82.34092,1693012154.999
29.6259313,-82.3413005,1693012155.999
29.6242199,-82.3396523,1693012219.999
29.6345115,-82.3392401,1693012289.999
29.6365083,-82.3330284,1693012368.999
29.6365029,-82.3297888,1693012430.999
29.6436557,-82.3310767,1693012494.999
29.6498896,-82.3307997,1693012565.0
29.6517389,-82.3307916,1693012635.0
29.6524773,-82.3308067,1693012705.0
29.6590251,-82.3308391,1693012775.0
29.6655276,-82.3308502,1693012845.0
29.671268,-82.3307702,1693012910.0
29.6718977,-82.3307608,1693012915.0
29.6738846,-82.3238571,1693012985.0
29.6738182,-82.3232739,1693012986.0
29.6735151,-82.3232633,1693013055.0
29.6735455,-82.3232515,1693013125.0
29.6735316,-82.323247,1693013153.0
29.6738753,-82.3219502,1693013250.0
29.6744689,-82.3211852,1693013306.0
29.67564,-82.3205258,1693013315.0
29.6770431,-82.3148054,1693013385.0
29.6707746,-82.3148163,1693013450.0
29.6666553,-82.3148066,1693013520.0
29.6594969,-82.3148384,1693013585.0
29.6522211,-82.3147873,1693013655.0
29.6503849,-82.3178633,1693013720.0
29.6483281,-82.3200955,1693013785.0
29.6463972,-82.3223623,1693013855.0
29.6447193,-82.3251771,1693013920.0
29.6386379,-82.3264875,1693013990.0
29.6365189,-82.3316422,1693014055.0
29.6364915,-82.3388147,1693014120.0
29.6364915,-82.338881,1693014185.0
29.6358291,-82.339418,1693014255.0
29.6304969,-82.3394632,1693014290.0
29.6260637,-82.3410902,1693014353.999
29.6266875,-82.3411339,1693014354.999
29.6260022,-82.3410647,1693014418.999
29.6266865,-82.3409054,1693014919.999
29.6260303,-82.341081,1693014952.999
29.6228211,-82.3397006,1693014984.999
29.6148933,-82.3412826,1693015049.999
29.613796,-82.3544888,1693015119.999
29.6118869,-82.3596504,1693015184.999
29.6046009,-82.3699155,1693015249.999
29.6090171,-82.3714444,1693015314.999
29.6089492,-82.3736878,1693015384.999
29.6111886,-82.3803573,1693015449.999
29.6183124,-82.3831832,1693015514.999
29.6215917,-82.3857522,1693015578.999
29.6243069,-82.3841546,1693015602.999
29.6250555,-82.3854789,1693015644.999
29.6244146,-82.3844471,1693015714.999
29.6242228,-82.3837628,1693015789.999
29.6241933,-82.3837628,1693015859.999
29.6241842,-82.3837628,1693015924.999
29.62419,-82.3837628,1693015990.0
29.6242009,-82.3837628,1693016000.0
29.6233746,-82.3835399,1693016128.999
29.6233574,-82.3838163,1693016140.999
29.6231021,-82.3824219,1693016210.999
29.6240938,-82.383934,1693016214.999
29.6248986,-82.3799124,1693016238.999
29.6250522,-82.3781851,1693016300.999
29.6244671,-82.3755523,1693016321.999
29.625266,-82.3758583,1693016365.999
29.6252624,-82.3758619,1693016435.999
29.6252624,-82.3758619,1693016500.999
29.6252624,-82.3758619,1693016570.999
29.6252624,-82.3758619,1693016639.999
29.6252411,-82.375817,1693016768.018
29.6250007,-82.3754238,1693016881.0
29.6247684,-82.3764223,1693016945.999
29.62378,-82.3753186,1693017011.0
29.6238918,-82.3752017,1693017075.999
29.6238918,-82.3752017,1693017140.999
29.62389,-82.3752035,1693017194.999
29.6238701,-82.3751562,1693017339.999
29.6238742,-82.3751553,1693017484.999
29.6239497,-82.3751551,1693017686.999
29.6241133,-82.3750495,1693017832.999
29.6243508,-82.3751017,1693017865.999
29.6244671,-82.3755523,1693017906.0
29.6261576,-82.3733891,1693017940.999
29.6261737,-82.3733695,1693018011.0
29.6262342,-82.3732961,1693018075.999
29.62659,-82.3728558,1693018146.0
29.6265859,-82.3728611,1693018210.999
29.6268238,-82.3729223,1693018265.999
29.6240941,-82.3756941,1693018335.999
29.622287,-82.3776199,1693018400.999
29.6182963,-82.3832593,1693018465.999
29.611907,-82.3809853,1693018522.999
29.6078919,-82.3771537,1693018573.999
29.604113,-82.3710528,1693018676.999
29.6041135,-82.371055,1693018741.999
29.6088992,-82.3637822,1693018811.999
29.6140172,-82.3525079,1693018881.999
29.6147373,-82.341509,1693018946.999
29.6205833,-82.3398819,1693019011.999
29.6246244,-82.3405623,1693019081.999
29.6260463,-82.3411058,1693019113.999
29.6259809,-82.3412692,1693019115.999
29.626064,-82.3410722,1693019146.999
29.6260468,-82.3410701,1693019200.999
29.6259951,-82.3411889,1693019480.791
29.6259951,-82.3411889,1693019924.617
29.6259951,-82.3411889,1693023678.489
29.6259951,-82.3411889,1693023991.751
29.6259951,-82.3411889,1693025027.869
29.6259951,-82.3411889,1693025354.957
29.6259951,-82.3411889,1693043286.966
29.6259951,-82.3411889,1693043542.015
29.6259951,-82.3411889,1693043869.905
29.6259951,-82.3411889,1693046482.079
29.6259951,-82.3411889,1693046773.71
29.6259951,-82.3411889,1693047075.085
29.6259951,-82.3411889,1693047640.825
29.6259951,-82.3411889,1693048054.31
29.6259951,-82.3411889,1693048599.562
29.6259951,-82.3411889,1693048937.94
29.6259951,-82.3411889,1693049447.039
29.6259951,-82.3411889,1693049784.262
29.6259951,-82.3411889,1693050909.133
29.6259951,-82.3411889,1693051241.566
29.6259951,-82.3411889,1693051553.823
29.6259951,-82.3411889,1693054012.472
29.6259951,-82.3411889,1693054510.996
29.6259951,-82.3411889,1693055993.609
29.6259951,-82.3411889,1693056930.555
29.6259951,-82.3411889,1693057416.907
29.6259951,-82.3411889,1693057756.562
29.6259951,-82.3411889,1693059957.695
29.6259951,-82.3411889,1693060857.812
29.6259951,-82.3411889,1693064212.583
29.6259951,-82.3411889,1693091341.771
29.6259951,-82.3411889,1693091848.504
29.6259452,-82.3413196,1693092193.219
29.6259452,-82.3413196,1693092495.839
29.6259452,-82.3413196,1693102660.013
29.6259572,-82.3413432,1693128853.613
29.6259566,-82.3413477,1693146895.961
29.6259837,-82.3410095,1693151922.939
29.6259809,-82.3412692,1693152051.999
29.6174607,-82.3405053,1693152170.0
29.6042185,-82.3715509,1693152351.999
29.60427,-82.3715102,1693152526.999
29.6041949,-82.3716373,1693152733.0
29.6051089,-82.3714812,1693152919.0
29.6043072,-82.3713144,1693152995.0
29.6116266,-82.3598615,1693153053.0
29.6179264,-82.3402795,1693153185.0
29.626047,-82.3410765,1693153281.999
29.6259654,-82.3412865,1693153282.999
29.6259906,-82.3411978,1693156852.899
29.6259906,-82.3411978,1693167376.918
29.6259906,-82.3411978,1693167799.741
29.6259569,-82.3413481,1693202884.888
29.6259568,-82.3413479,1693204860.617
29.6259174,-82.3412722,1693254902.89
29.6259568,-82.3413479,1693263497.609
29.6260696,-82.341454,1693276664.568
29.6261231,-82.3408045,1693281342.529
29.6259897,-82.3412986,1693281803.739
29.6260398,-82.3413156,1693282115.364
29.6259275,-82.3412762,1693286840.095
29.6259592,-82.3412749,1693287143.77
29.6259444,-82.3412819,1693288160.113
29.6260296,-82.3413031,1693288514.468
29.6259936,-82.3412911,1693293690.653
29.6259608,-82.3412714,1693294054.568
29.6260701,-82.3413088,1693301223.803
29.626023,-82.3413017,1693301730.956
29.6259538,-82.341283,1693316999.912
29.6258857,-82.3412652,1693318121.362
29.6259805,-82.341293,1693319104.376
29.6259809,-82.3412888,1693319989.447
29.6260821,-82.3410486,1693334543.793
29.6260858,-82.3411038,1693334685.424
29.6259654,-82.3412865,1693334824.885
29.6150633,-82.3408461,1693334909.023
29.6083175,-82.3714317,1693335116.016
29.6208881,-82.3836931,1693335353.34
29.6242883,-82.3864598,1693335490.018
29.6241002,-82.3867819,1693335560.999
29.6220974,-82.3804244,1693335592.999
29.623067,-82.3828671,1693335630.999
29.6222327,-82.3810086,1693335695.999
29.622092,-82.3803715,1693335760.999
29.6220989,-82.3803805,1693335767.999
29.6222131,-82.38044,1693335890.999
29.6221358,-82.3803716,1693336042.999
29.6221484,-82.3804353,1693336162.0
29.6221008,-82.3803866,1693336299.434
29.6221334,-82.38039,1693336421.0
29.6221025,-82.3803295,1693336610.998
29.6213096,-82.3805196,1693337442.999
29.6231123,-82.3819799,1693337518.999
29.6228567,-82.382037,1693337588.999
29.6223061,-82.3809637,1693337627.999
29.6179203,-82.3780995,1693337656.999
29.6178803,-82.372583,1693337725.999
29.6084039,-82.3714963,1693337790.999
29.603862,-82.3692084,1693337821.999
29.6037978,-82.3689968,1693337946.095
29.6037913,-82.3690225,1693338092.999
29.6038291,-82.3689696,1693338275.208
29.6037863,-82.3689712,1693338416.999
29.6046793,-82.3692078,1693338486.999
29.6039106,-82.3691483,1693338501.999
29.6113403,-82.3603068,1693338551.999
29.6143696,-82.3467816,1693338621.999
29.6151123,-82.3388874,1693338691.999
29.6216114,-82.3272761,1693338756.999
29.6321368,-82.3207523,1693338821.999
29.6400449,-82.3117807,1693338891.999
29.6507757,-82.3114553,1693338961.999
29.6517672,-82.3113655,1693339026.999
29.6517672,-82.3113655,1693339091.999
29.6520271,-82.3189246,1693339161.999
29.6520426,-82.3281249,1693339226.999
29.6564384,-82.3307853,1693339291.999
29.6591594,-82.3256867,1693339356.999
29.6601198,-82.324514,1693339421.999
29.6655776,-82.3244689,1693339487.0
29.6689549,-82.3241716,1693339523.999
29.6754123,-82.3216162,1693339563.999
29.6787404,-82.3193377,1693339591.999
29.6798694,-82.3195136,1693339656.999
29.6756744,-82.3214281,1693339726.999
29.6755512,-82.322195,1693339782.999
29.675517,-82.3221888,1693340142.0
29.674634,-82.321295,1693340201.999
29.6738438,-82.3216109,1693340267.0
29.6754123,-82.3216162,1693340269.0
29.6659983,-82.3245454,1693340331.999
29.65975,-82.3247228,1693340401.999
29.6574448,-82.32507,1693340466.999
29.6525148,-82.3250607,1693340536.999
29.6452012,-82.3250142,1693340606.999
29.6400237,-82.3261254,1693340671.999
29.6363349,-82.3294331,1693340741.999
29.6366582,-82.3353587,1693340806.999
29.6364699,-82.3387867,1693340871.999
29.6287974,-82.3394775,1693340941.999
29.6287157,-82.3399995,1693340947.999
29.626059,-82.3410842,1693340992.999
29.6259575,-82.3413244,1693340994.999
29.6260801,-82.3410742,1693341016.999
29.6260732,-82.3410734,1693341071.999
29.6259894,-82.3412103,1693341214.844
29.6259541,-82.3416186,1693341575.0
29.6259894,-82.3412103,1693341989.452
29.6260853,-82.3413143,1693342222.999
29.6259568,-82.3413479,1693350526.615
29.6259958,-82.3414493,1693350837.912
29.6259718,-82.3413548,1693353475.302
29.6259568,-82.3413479,1693357627.058
29.6259574,-82.3413492,1693357950.186
29.6259568,-82.3413479,1693359701.312
29.6259568,-82.3413479,1693373527.314
29.6259568,-82.3413479,1693516117.612
29.6259568,-82.3413479,1693522654.18
29.6259568,-82.3413479,1693526599.608
29.6259568,-82.3413479,1693537398.262
29.6259853,-82.3412296,1693543108.027
29.6259568,-82.3413479,1693561127.094
29.6258216,-82.341286,1693567473.644
29.6259569,-82.3413478,1693568061.19
29.6259568,-82.3413479,1693568371.975
29.6259013,-82.3413062,1693619429.43
29.6259562,-82.3413484,1693641262.081
29.6259567,-82.3413484,1693643715.666
29.6259568,-82.3413479,1693644065.142
29.6259568,-82.3413479,1693695456.721
29.6259568,-82.3413479,1693695799.816
29.6259575,-82.3413244,1693697777.266
29.6246141,-82.3408547,1693697794.122
29.6239826,-82.3396338,1693698023.027
29.6261032,-82.3412267,1693698181.0
29.6259906,-82.3412311,1693716860.027
29.6259667,-82.3413454,1693718227.999
29.6259545,-82.3415367,1693726285.999
29.6259906,-82.3412311,1693727113.161
29.6258551,-82.3412673,1693727237.999
29.6259906,-82.3412311,1693727554.61
29.6259491,-82.3414908,1693727862.999
29.6259906,-82.3412311,1693728035.431
29.6259633,-82.3414597,1693761489.83
29.6259327,-82.3414825,1693761611.831
29.6259906,-82.3412311,1693761759.342
29.6259906,-82.3412311,1693762097.617
29.6260865,-82.3414825,1693762409.993
29.625956,-82.3413504,1693762616.995
29.6259568,-82.3413479,1693803162.508
29.6259568,-82.3413479,1693857014.645
29.6263491,-82.3411496,1693870776.106
29.6260071,-82.3412954,1693872384.313
29.6259695,-82.3412784,1693872682.698
29.6261539,-82.3413299,1693875866.202
29.6259021,-82.3412687,1693876476.323
29.6259886,-82.341374,1693876824.094
29.6258992,-82.3412598,1693877180.578
29.6259809,-82.3412932,1693882109.094
29.6260492,-82.3413101,1693882296.391
29.625888,-82.341252,1693886330.797
29.6259746,-82.3412799,1693886637.748
29.6258095,-82.3413888,1693891098.995
29.6259506,-82.3412838,1693891466.67
29.6259419,-82.3412785,1693891847.457
29.6259771,-82.3412803,1693893796.361
29.6259743,-82.341289,1693894120.765
29.6259175,-82.341257,1693894588.724
29.6259586,-82.3412752,1693895195.117
29.6259491,-82.3412736,1693897813.469
29.6259737,-82.3412937,1693898128.576
29.6258857,-82.3412529,1693905340.575
29.6259245,-82.3412701,1693905851.54
29.6259426,-82.3412733,1693906579.216
29.625943,-82.3412734,1693912357.245
29.625913,-82.3412624,1693912665.653
29.625895,-82.3412548,1693913587.317
29.6258918,-82.3412507,1693913952.736
29.6258806,-82.3412516,1693915000.414
29.6259055,-82.3412584,1693915299.912
29.626049,-82.3413044,1693930879.183
29.625992,-82.3414438,1693931284.804
29.6260857,-82.3413157,1693931904.216
29.6258904,-82.3415768,1693932408.814
29.625945,-82.3412772,1693934255.887
29.625964,-82.3412677,1693939703.422
29.6259567,-82.3412764,1693940006.912
29.6260208,-82.3412918,1693940322.909
29.6259574,-82.3412744,1693941751.829
29.6259662,-82.3412719,1693945408.677
29.6260568,-82.341301,1693945712.969
29.6260718,-82.3413071,1693949796.371
29.6260394,-82.3412978,1693950149.329
29.6259503,-82.3412714,1693950454.521
29.6259931,-82.3412817,1693952310.315
29.6259819,-82.341281,1693952622.095
29.6259746,-82.3412752,1693953483.537
29.6259713,-82.3412751,1693953799.811
29.6259556,-82.3412704,1693958251.285
29.6258225,-82.3412389,1693958922.381
29.6259424,-82.341268,1693961183.84
29.6259564,-82.3412791,1693961769.78
29.6259169,-82.3412611,1693963986.054
29.6259749,-82.341293,1693964592.859
29.6259576,-82.3412717,1693964911.724
29.6258811,-82.3412482,1693969115.931
29.6258697,-82.3412444,1693969433.356
29.6258943,-82.341255,1693970396.152
29.6259324,-82.3412611,1693975065.278
29.6258945,-82.3412459,1693975384.841
29.6257822,-82.3412218,1693976105.652
29.6259174,-82.341259,1693976418.164
29.6259788,-82.3412701,1693977043.553
29.6259504,-82.3412511,1693977636.07
29.6258766,-82.3412386,1693977962.136
29.6259115,-82.3412604,1693980403.502
29.6258868,-82.3412562,1693980781.971
29.6259265,-82.3412686,1693984079.56
29.6259976,-82.3412881,1693984670.45
29.6258992,-82.341272,1693986372.832
29.6259716,-82.3412789,1693986685.209
29.6259724,-82.3412804,1693987762.678
29.6259732,-82.341279,1693989100.846
29.6259674,-82.3412808,1693989410.572
29.6259066,-82.341267,1693989723.162
29.6259149,-82.3412533,1693990516.988
29.6260515,-82.3413011,1693990961.604
29.6259556,-82.3412688,1693991372.769
29.6259497,-82.3412685,1693991697.075
29.6260515,-82.3413018,1693992599.354
29.6259868,-82.3414358,1693992772.0
29.6260152,-82.3413167,1693992891.999
29.6259679,-82.341276,1693993028.999
29.6260571,-82.341304,1693993221.02
29.6259568,-82.3413479,1693993393.153
29.6259568,-82.3413479,1694025585.248
29.6259568,-82.3413479,1694026683.29
29.6259568,-82.3413479,1694032953.261
29.6259568,-82.3413479,1694114651.978
29.6259568,-82.3413479,1694137345.128
29.6259025,-82.3414621,1694193576.925
29.6259567,-82.3413478,1694199903.547
29.6259568,-82.3413479,1694374526.72
29.6259738,-82.3416556,1694380686.948
29.6260734,-82.3414023,1694380809.907
29.6259568,-82.3413479,1694381628.335
29.6259568,-82.3413479,1694391473.702
29.6259971,-82.3414677,1694399895.999
29.6259568,-82.3413479,1694408936.395
29.6259568,-82.3413479,1694460851.418
29.6259845,-82.3412562,1694496903.033
29.6259845,-82.3412562,1694498411.744
29.6259337,-82.341592,1694526825.164
29.6259398,-82.3415723,1694526982.026
29.6259942,-82.341298,1694546497.278
29.6258134,-82.3416075,1694585459.0
29.6259845,-82.3412562,1694585651.304
29.6257658,-82.3413494,1694585827.0
29.6259845,-82.3412562,1694586012.244
29.6260966,-82.3409038,1694598104.023
29.6259845,-82.3412562,1694632922.883
29.6259845,-82.3412562,1694650087.343
29.6259661,-82.3413908,1694655329.0
29.6260164,-82.3413707,1694660735.999
29.6259306,-82.3413158,1694721473.683
29.6259568,-82.3413479,1694730227.161
29.6259568,-82.3413479,1694730519.556
29.6259613,-82.3413026,1694739282.75
29.6241933,-82.3397224,1694739295.959
29.617658,-82.3405471,1694739451.0
29.6124493,-82.3586508,1694739744.085
29.6079745,-82.3769937,1694740163.996
29.6204016,-82.3825698,1694740320.376
29.6210482,-82.3823234,1694740616.999
29.621015,-82.3823644,1694740779.999
29.6213535,-82.3826745,1694740925.999
29.6213772,-82.3826908,1694740926.999
29.6215749,-82.3818553,1694740998.999
29.6211202,-82.3809729,1694741064.999
29.6211777,-82.3807817,1694741130.999
29.6211788,-82.3807623,1694741196.999
29.6203636,-82.3800495,1694741217.0
29.6188361,-82.37847,1694741280.0
29.6200699,-82.3797665,1694741351.0
29.6221093,-82.3811969,1694741417.0
29.622719,-82.3794679,1694741452.0
29.6226661,-82.3795976,1694741482.999
29.6227935,-82.3794301,1694741550.0
29.6228065,-82.3794396,1694741618.0
29.6228084,-82.379441,1694741626.0
29.6227513,-82.3799635,1694741781.018
29.6227114,-82.3795533,1694742860.088
29.6227531,-82.3795032,1694743131.539
29.6230748,-82.3795902,1694743277.999
29.6214757,-82.3802212,1694743381.999
29.6226067,-82.3796449,1694743421.999
29.6251865,-82.3832175,1694743446.999
29.6265348,-82.3842499,1694743501.999
29.6275808,-82.3868149,1694743560.999
29.627528,-82.3870557,1694743566.999
29.6281277,-82.3875434,1694743631.999
29.6277103,-82.3868398,1694743696.999
29.627621,-82.3868446,1694743732.999
29.6276332,-82.3868839,1694743876.999
29.6277392,-82.3868972,1694744001.417
29.6274053,-82.388219,1694744226.344
29.6269145,-82.3884828,1694745009.999
29.6267851,-82.3883559,1694745270.999
29.6274122,-82.388461,1694745439.999
29.6280569,-82.3881682,1694745992.001
29.6276547,-82.3886261,1694746130.0
29.6274682,-82.3881694,1694746288.799
29.627606,-82.3878812,1694746430.0
29.627427,-82.3881737,1694746577.328
29.6276894,-82.3880929,1694746728.999
29.6276707,-82.3868262,1694746863.016
29.6276043,-82.386825,1694746990.778
29.6276425,-82.3868725,1694747153.999
29.6274833,-82.3878266,1694747269.999
29.6209176,-82.385161,1694747353.999
29.6087254,-82.3743759,1694747661.998
29.6053593,-82.3686388,1694747778.136
29.6148462,-82.3409709,1694747987.999
29.6258829,-82.3412082,1694748255.001
29.625955,-82.3413294,1694748256.6
29.6259809,-82.341376,1694751410.0
29.6259826,-82.341264,1694757849.64
29.6260432,-82.3413133,1694761457.18
29.6259568,-82.3413479,1694764993.188
29.6260166,-82.3414848,1694770667.467
29.6259762,-82.3413466,1694808356.407
29.6259568,-82.341348,1694835833.926
29.6259109,-82.341378,1694846220.999
29.6259615,-82.3413495,1694846376.02
29.6256675,-82.3417006,1694848166.999
29.6258856,-82.3414154,1694849245.999
29.625957,-82.3413475,1694849380.841
29.6259321,-82.3411655,1694914393.0
29.6259568,-82.3413478,1694985676.232
29.6262485,-82.3412384,1694998700.132
29.6260077,-82.3414085,1694998824.132
29.6259887,-82.3413757,1694999038.0
29.6259676,-82.340981,1695000361.019
29.625955,-82.3413294,1695000473.999
29.6144629,-82.3476691,1695000649.999
29.6110861,-82.3609384,1695000780.998
29.608684,-82.3746554,1695000975.999
29.6204531,-82.3835168,1695001122.0
29.6204531,-82.3835168,1695001384.0
29.6200465,-82.3831887,1695002461.0
29.6203557,-82.3835524,1695002551.0
29.6074792,-82.3714636,1695002724.0
29.6054993,-82.3684529,1695002869.001
29.6136311,-82.3546878,1695003004.001
29.6169269,-82.3404216,1695003178.0
29.6259443,-82.3407776,1695003302.0
29.6259707,-82.3412988,1695003477.0
29.6260298,-82.341081,1695003645.0
29.6259784,-82.3413757,1695055680.896
29.625857,-82.3411511,1695065787.915
29.6259453,-82.3414631,1695066028.001
29.6260606,-82.3410329,1695073703.968
29.6260884,-82.3410666,1695075638.0
29.6259536,-82.3411203,1695076256.98
29.6259506,-82.3411123,1695076448.036
29.6259795,-82.3411241,1695076648.999
29.6258807,-82.3412587,1695076778.677
29.6259807,-82.3412938,1695086277.492
29.6259807,-82.3412938,1695086929.131
29.6258765,-82.3412452,1695088314.038
29.6259522,-82.3415884,1695094542.001
29.6260551,-82.341377,1695122101.796
29.6258948,-82.3410732,1695176105.548
29.6259749,-82.3410847,1695176338.543
29.6259954,-82.3410979,1695176474.927
29.6259707,-82.3412988,1695176632.0
29.6148881,-82.3410083,1695176723.0
29.6110685,-82.3610028,1695176855.0
29.6089098,-82.371435,1695176978.0
29.6158724,-82.3831687,1695177118.0
29.6190805,-82.3836909,1695177258.0
29.6206033,-82.3832841,1695177266.0
29.6207089,-82.3827783,1695177420.0
29.6206141,-82.3832694,1695178734.938
29.6208176,-82.3832193,1695178861.514
29.6212497,-82.3837201,1695178991.433
29.6206171,-82.383285,1695180487.19
29.620643,-82.3832862,1695180634.683
29.6206216,-82.3832664,1695180780.455
29.6200824,-82.3830118,1695180866.999
29.6206775,-82.3833354,1695180905.999
29.6211299,-82.3807252,1695180931.999
29.6204731,-82.3801384,1695180996.999
29.6216085,-82.3781747,1695181017.999
29.6232586,-82.3762852,1695181086.999
29.6237645,-82.3764878,1695181156.999
29.6259484,-82.3767733,1695181191.0
29.6252154,-82.3770679,1695181221.999
29.6252169,-82.3768276,1695181286.999
29.6252046,-82.3768317,1695181334.999
29.6252052,-82.3768292,1695181345.999
29.6252076,-82.3768292,1695181350.999
29.6257484,-82.3765462,1695181490.999
29.6252312,-82.3768287,1695182108.0
29.6252548,-82.37683,1695182178.999
29.6252115,-82.3768392,1695182243.999
29.6253425,-82.3769637,1695182308.999
29.6249118,-82.3775882,1695182373.999
29.6252762,-82.3769113,1695182410.999
29.6247288,-82.3801048,1695182443.999
29.6275419,-82.3883009,1695182500.999
29.6273354,-82.3871226,1695182563.999
29.6279367,-82.3871661,1695182643.999
29.6276181,-82.3880321,1695182698.999
29.6277806,-82.3886359,1695182775.999
29.6278411,-82.388629,1695182833.999
29.6277877,-82.3886102,1695182880.999
29.6274289,-82.3880727,1695183045.999
29.6280531,-82.3872795,1695183158.638
29.6278944,-82.3870018,1695183317.999
29.6285608,-82.3868849,1695183382.999
29.6277402,-82.3875416,1695183398.999
29.6271936,-82.3851509,1695183452.999
29.6263082,-82.3857255,1695183480.999
29.621978,-82.3867902,1695183542.999
29.6204542,-82.3834932,1695183607.999
29.6204383,-82.3833359,1695183617.999
29.6150095,-82.3832102,1695183744.999
29.6069261,-82.3714268,1695183909.999
29.6138687,-82.3534112,1695184062.999
29.6207255,-82.3398465,1695184193.999
29.6259383,-82.3413479,1695184385.999
29.6259542,-82.3411366,1695184532.888
29.625846,-82.34112,1695202513.61
29.6259347,-82.3413463,1695202645.615
29.6259749,-82.3415354,1695207443.53
29.6260862,-82.341319,1695211461.97
29.625991,-82.3416515,1695221790.999
29.6259799,-82.3413003,1695222014.047
29.6259681,-82.3415441,1695255221.0
29.62556,-82.3414295,1695256151.132
29.6254706,-82.3413953,1695256296.342
29.6255088,-82.3414425,1695256567.998
29.6255614,-82.3413577,1695256786.999
29.6254967,-82.3414848,1695256914.416
29.6255168,-82.3414419,1695257056.999
29.625454,-82.3414822,1695257333.999
29.6250471,-82.3415022,1695257761.998
29.6245871,-82.341399,1695257998.347
29.6245408,-82.3415437,1695258118.999
29.6244558,-82.3415619,1695258339.999
29.6245832,-82.3415424,1695258534.998
29.624612,-82.3414666,1695258857.349
29.6245371,-82.3415022,1695258978.999
29.6258553,-82.3416001,1695259218.998
29.6259917,-82.341772,1695259407.999
29.6261909,-82.341663,1695259667.998
29.6259407,-82.3414709,1695259829.999
29.6260656,-82.341611,1695260033.999
29.625911,-82.3414508,1695260202.999
29.6259564,-82.3415015,1695260630.998
29.6259404,-82.3415802,1695260779.999
29.6260001,-82.3412021,1695262434.999
29.6259559,-82.3414642,1695270737.999
29.6259697,-82.3412925,1695275971.283
29.6259556,-82.3415344,1695276370.999
29.6259152,-82.3413165,1695281607.999
29.6259568,-82.3413479,1695284115.295
29.6259568,-82.3413479,1695284427.234
29.6258158,-82.3415619,1695320594.239
29.6257249,-82.3415608,1695320731.0
29.6258087,-82.34161,1695320912.999
29.6256351,-82.3415669,1695321049.999
29.6259202,-82.3417856,1695321591.998
29.625873,-82.3412512,1695321731.427
29.625914,-82.3414183,1695322291.0
29.6260368,-82.3415477,1695325460.999
29.6259705,-82.3414982,1695327195.998
29.6259315,-82.3412976,1695327748.0
29.6259958,-82.3411852,1695327962.999
29.6260107,-82.3414149,1695328777.0
29.6259713,-82.3414072,1695329670.999
29.6259851,-82.3414217,1695330459.999
29.6259848,-82.3411833,1695338081.0
29.6259383,-82.3413479,1695338334.927
29.6184794,-82.3403484,1695338451.998
29.6119213,-82.3599711,1695338655.999
29.6092245,-82.3718907,1695338806.999
29.6227613,-82.3801414,1695339090.448
29.6221123,-82.3777677,1695339091.999
29.6223233,-82.3799594,1695339261.999
29.6223455,-82.3800149,1695340000.014
29.6217239,-82.3801511,1695340145.941
29.6222995,-82.3796909,1695340261.999
29.6266725,-82.3811377,1695340262.999
29.6252416,-82.3800804,1695340392.937
29.6257365,-82.3819572,1695340567.018
29.6245222,-82.3807272,1695340732.515
29.6247528,-82.3803704,1695341075.0
29.6247217,-82.3805551,1695341222.999
29.6247869,-82.3808576,1695341358.999
29.6243425,-82.3810637,1695341479.998
29.6248086,-82.3807379,1695341710.022
29.6212837,-82.3790484,1695341860.999
29.6180043,-82.383761,1695341917.0
29.6188004,-82.383274,1695342032.999
